FECHA,IDC,ACTIVIDAD ECONOMICA,EDAD,SALARIO,FFNN,MONTO_ACUMULADO_DOL_ACH,FRECUENCIA_ACH,MONTO_USD_DOL_PCC,CANTIDAD_PCC,NRO_ORDENANTES_DIFERENTES
202006,00188108LP,67,90,300,0,572.886297,1,0,0,1
202006,00204164LP,68,71,500,0,1058.309035,4,0,0,3
202006,00212535LP,69,70,3000,1,3527.696785,17,0,0,16
202006,00212536LP,70,72,582,0,685.131194,5,0,0,2
202006,00226404LP,71,79,500,0,2915.451895,1,0,0,1
202006,00244914LP,72,77,457,1,2545.348386,19,0,0,15
202006,00246005LP,73,65,1000,1,2722.448975,8,0,0,7
202006,00248074LP,74,70,3571,1,4863.702619,10,0,0,8
202006,00248636LP,75,78,875,0,3358.783347,15,0,0,13
202006,00291581LP,76,74,2000,0,5224.224486,8,0,0,6
202006,00298714LP,77,59,1000,0,1020.67055,7,0,0,7
202006,00298935LP,78,67,2622.01,1,3544.871707,20,0,0,16
202006,00307134LP,79,65,500,1,1615.976671,11,0,0,8
202006,00310043LP,80,70,920,1,941.545186,6,6000,1,5
202006,00330194LP,81,55,2000,1,2726.030172,8,0,0,6
202006,00333475LP,82,63,600,0,1086.297368,18,0,0,6
202006,00334809LP,83,64,2000,0,2200,3,0,0,2
202006,00338856LP,84,69,300,1,1508.746353,6,0,0,3
202006,00353131LP,85,55,2940,1,7528.07579,20,0,0,11
202006,00366060LP,86,67,1000,1,3753.935856,9,0,0,7
202006,00368915LP,87,55,2498,1,3933.279878,10,0,0,8
202006,00369651LP,88,57,1445,1,1922.674925,4,0,0,4
202006,00387332LP,89,66,300,0,60874.63557,2,60879.00875,2,2
202006,00389527LP,90,68,300,0,498.979586,9,0,0,6
202006,00389999LP,91,54,934,0,1399.416906,6,0,0,2
202006,00390545LP,92,65,400,1,463.892127,2,0,0,2
202006,00390781LP,93,63,300,0,4715.597666,2,0,0,2
202006,00391810LP,94,69,5000,1,291545.1895,2,291545.1895,2,1
202006,00392603LP,95,63,350,0,932.21574,5,0,0,3
202006,00393617LP,96,58,4304,1,7643.166176,16,0,0,13
202006,00395968LP,97,56,2000,0,5025.215739,8,0,0,6
202006,00397472LP,98,62,983,0,2842.565596,3,0,0,1
202006,00398468LP,99,68,362,0,597.667636,5,0,0,2
202006,00399772LP,100,66,700,0,735.956265,8,0,0,6
202006,00431954LP,101,68,1000,0,3849.854215,29,0,0,19
202006,00452001LP,102,67,500,1,583.090379,1,0,0,1
202006,00452162LP,103,70,260,0,1756.294456,7,0,0,2
202006,00457082LP,104,67,500,0,730.903786,6,0,0,5
202006,004586488AU,105,33,1500,0,3245.651601,5,0,0,4
202006,00460917LP,106,72,400,0,1502.785713,6,0,0,6
202006,00461703LP,107,65,1000,0,3091.776965,7,0,0,6
202006,00461896LP,108,54,2000,0,2037.440225,16,0,0,16
202006,00462285LP,109,62,4500,1,9287.900872,4,0,0,4
202006,00465054LP,110,66,5000,1,5000,2,0,0,1
202006,00465766LP,111,69,500,0,1117.201165,2,0,0,2
202006,00466463LP,112,70,500,0,950.437316,3,0,0,2
202006,00466517LP,113,54,6930,1,7597.871717,7,0,0,5
202006,00470308LP,114,67,2500,1,2720.11661,16,0,0,6
202006,00470981LP,115,68,700,1,1574.043731,3,0,0,3
